Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1554,"Oedipus Rex  (The Theban Plays, #1)",Sophocles,"Sophocles, Sophocles","J.E. Thomas, Elizabeth Osborne","=""1580495931""","=""9781580495936""",0,3.73,Prestwick House Inc,Paperback,75,2004,-429,,2014/12/12,to-read,to-read (#54),to-read,,,,0,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",0,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2014/12/12,to-read,to-read (#53),to-read,,,,0,0
608987,A Christmas Carol,Charles Dickens,"Dickens, Charles",,"=""0486268659""","=""9780486268651""",0,4.09,Dover Publications,Paperback,68,1991,1843,,2014/12/12,,,read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2014/12/12,to-read,to-read (#52),to-read,,,,0,0
39933,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,"Foster, Thomas C.",,"=""006000942X""","=""9780060009427""",0,3.58,Harper Perennial,Paperback,314,2003,2003,,2014/12/12,to-read,to-read (#51),to-read,,,,0,0
6255949,All You Need Is Kill,Hiroshi Sakurazaka,"Sakurazaka, Hiroshi","Alexander O. Smith, Joseph Reeder","=""1421527618""","=""9781421527611""",0,4.03,Haikasoru,Paperback,201,2009,2004,,2014/12/11,to-read,to-read (#50),to-read,,,,0,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",5,4.30,Houghton Mifflin,Paperback,366,2002,1937,2014/12/11,2014/10/03,,,read,,,,1,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",0,4.10,Vintage,Paperback,964,2012,1878,,2014/12/03,to-read,to-read (#49),to-read,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen  King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.28,New English Library,Mass Market Paperback,497,1980,1977,,2014/12/03,to-read,to-read (#48),to-read,,,,0,0
295873,Foucault's Pendulum,Umberto Eco,"Eco, Umberto",Harcourt Brace Jovanovich,"=""0330314971""","=""9780330314978""",0,3.91,Picador,Paperback,641,1990,1988,,2014/12/03,to-read,to-read (#47),to-read,,,,0,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",0,4.13,Penguin,Paperback,256,1999,1927,,2014/12/01,to-read,to-read (#46),to-read,,,,0,0
414999,Childhood’s End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",3,4.12,Del Rey Books,Mass Market Paperback,224,1987,1953,,2014/10/21,,,read,,,,1,0
405880,"Mathematics: Its Content, Methods and Meaning (3 Volumes in One)",A.D. Aleksandrov,"Aleksandrov, A.D.","A.N. Kolomogorov, M.A. Lavrent’ev","=""0486409163""","=""9780486409160""",0,4.43,Dover Publications,Paperback,1120,1999,1963,,2014/11/23,to-read,to-read (#45),to-read,,,,0,0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",2,3.89,Vintage,Paperback,226,2004,2003,,2014/11/21,,,read,,,,1,0
123471,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465030785""","=""9780465030781""",0,3.95,Basic Books,Hardcover,436,2007,2007,,2014/11/13,to-read,to-read (#44),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2014/11/13,to-read,to-read (#43),to-read,,,,0,0
7711871,Surfaces and Essences: Analogy as the Fuel and Fire of Thinking,Douglas R. Hofstadter,"Hofstadter, Douglas R.",Emmanuel Sander,"=""0465018475""","=""9780465018475""",0,3.84,Basic Books,Hardcover,578,2013,2011,,2014/11/13,to-read,to-read (#42),to-read,,,,0,0
7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.06,Vintage Books,Paperback,204,1998,1971,,2014/11/11,to-read,to-read (#41),to-read,,,,0,0
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,"=""0349113912""","=""9780349113913""",0,4.01,"Little, Brown and Company",Paperback,272,2001,2000,,2014/11/11,to-read,to-read (#40),to-read,,,,0,0
1395714,The Essential Chomsky,Noam Chomsky,"Chomsky, Noam",Anthony Arnove,"=""0143065475""","=""9780143065470""",0,4.08,Penguin Books,Paperback,515,2008,2008,,2014/11/11,to-read,to-read (#39),to-read,,,,0,0
373969,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,"Pinker, Steven",,"=""0670063274""","=""9780670063277""",0,3.91,Viking Penguin,Hardcover,499,2007,2007,,2014/11/11,to-read,to-read (#38),to-read,,,,0,0
13384559,The Self Illusion: Why There is No 'You' Inside Your Head [Extract],Bruce M. Hood,"Hood, Bruce M.",,"=""1780335881""","=""9781780335889""",0,3.84,Constable,Kindle Edition,349,2011,2011,,2014/11/11,to-read,to-read (#37),to-read,,,,0,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",0,3.96,Random House ,Hardcover,480,2007,2007,,2014/11/11,to-read,to-read (#36),to-read,,,,0,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2014/11/11,to-read,to-read (#35),to-read,,,,0,0
11289,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""0553572989""","=""9780553572988""",0,4.17,Spectra,Mass Market Paperback,709,1998,1997,,2014/11/10,to-read,to-read (#34),to-read,,,,0,0
3977,"Endymion (Hyperion Cantos, #3)",Dan Simmons,"Simmons, Dan",Gary Ruddell,"=""0553572946""","=""9780553572940""",0,4.19,Bantam Spectra,Mass Market Paperback,563,1996,1996,,2014/11/10,to-read,to-read (#33),to-read,,,,0,0
43545,"The Once and Future King (The Once and Future King, #1-5)",T.H. White,"White, T.H.",,"=""""","=""""",0,4.07,Ace,Mass Market Paperback,639,1987,1958,,2014/11/10,to-read,to-read (#32),to-read,,,,0,0
28881,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,"Moore, Christopher",,"=""0380813815""","=""9780380813810""",0,4.22,Harper Perennial,Paperback,444,2004,2002,,2014/11/10,to-read,to-read (#31),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",0,3.91,Bantam Classics,Mass Market Paperback,201,1972,1915,,2014/11/10,to-read,to-read (#30),to-read,,,,0,0
6718808,A Week at the Airport: A Heathrow Diary,Alain de Botton,"Botton, Alain de",,"=""1846683599""","=""9781846683596""",5,3.53,Profile Books,Paperback,112,2010,2009,,2014/11/09,,,read,,,,1,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",3,3.92,Ace,Paperback,525,1991,1961,2014/11/08,2014/10/21,,,read,,,,1,0
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",,"=""0345376595""","=""9780345376596""",0,4.34,Ballantine Books,Paperback,384,1997,1994,,2014/11/06,to-read,to-read (#29),to-read,,,,0,0
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.12,Princeton University Press,Paperback,416,1972,1949,,2014/11/06,to-read,to-read (#28),to-read,,,,0,0
551520,The Wisdom of Insecurity: A Message for an Age of Anxiety,Alan W. Watts,"Watts, Alan W.",,"=""0394704681""","=""9780394704685""",0,4.14,Vintage,Paperback,152,1968,1951,,2014/11/06,to-read,to-read (#27),to-read,,,,0,0
567610,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles van Doren,"=""""","=""""",0,3.98,"Simon & Schuster, Inc",Paperback,442,1972,1940,,2014/11/06,to-read,to-read (#26),to-read,,,,0,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",0,4.39,Random House,Hardcover,475,2010,2010,,2014/11/06,to-read,to-read (#25),to-read,,,,0,0
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,"Preston, Richard",,"=""""","=""""",0,4.16,Anchor Books,Paperback,352,1999,1994,,2014/11/06,to-read,to-read (#24),to-read,,,,0,0
12319459,"Shōgun, Volume 2",James Clavell,"Clavell, James",,"=""""","=""""",0,4.58,Atheneum,Hardcover,567,1975,1975,,2014/11/06,to-read,to-read (#23),to-read,,,,0,0
359194,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,"Zimbardo, Philip G.",,"=""1400064112""","=""9781400064113""",0,3.90,Random House,Hardcover,551,2007,2007,,2014/11/06,to-read,to-read (#22),to-read,,,,0,0
31487,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins,"Dawkins, Richard",,"=""0618056734""","=""9780618056736""",0,4.01,Mariner Books,Paperback,352,2000,2000,,2014/11/05,to-read,to-read (#21),to-read,,,,0,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",0,3.89,Signet Book,Mass Market Paperback,704,1996,1943,,2014/10/29,to-read,to-read (#20),to-read,,,,0,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,3.69,Plume,Paperback,1168,1999,1957,,2014/10/29,to-read,to-read (#19),to-read,,,,0,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",0,4.12,,Paperback,243,2000,1973,,2014/10/26,to-read,to-read (#18),to-read,,,,0,0
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",0,3.88,Penguin Books,Paperback,256,1993,1924,,2014/10/26,to-read,to-read (#17),to-read,,,,0,0
15791154,"The Hit (Will Robie, #2)",David Baldacci,"Baldacci, David",,"=""1455521213""","=""9781455521210""",3,4.18,Grand Central Publishing,Hardcover,392,2013,2013,,2014/10/25,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",4,4.31,Tor,Mass Market Paperback,324,2004,1985,2014/10/25,2014/07/29,,,read,,,,1,0
102327,Armor,John Steakley,"Steakley, John",,"=""0886773687""","=""9780886773687""",0,4.10,DAW,Mass Market Paperback,426,1984,1984,,2014/10/22,to-read,to-read (#16),to-read,,,,0,0
61179,Ringworld (Ringworld #1),Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.93,Gollancz,Paperback,288,2005,1970,,2014/10/21,to-read,to-read (#15),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2014/10/21,to-read,to-read (#13),to-read,,,,0,0
14064,I Am Legend,Richard Matheson,"Matheson, Richard",,"=""1857988094""","=""9781857988093""",5,4.05,Millennium,Paperback,160,1999,1954,2014/10/08,2014/10/06,,,read,,,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.12,Harper,Mass Market Paperback,417,2003,1967,,2014/10/06,to-read,to-read (#12),to-read,,,,0,0
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,"Jaynes, Julian",,"=""0618057072""","=""9780618057078""",0,4.26,Mariner Books,Paperback,491,2000,1976,,2014/10/06,to-read,to-read (#11),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2014/10/06,to-read,to-read (#10),to-read,,,,0,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",5,4.06,Dell Publishing,Paperback,303,1999,1973,2014/10/06,2014/10/04,,,read,Because it's a soigné thing to do.,,,1,0
19057,I Am the Messenger,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.02,Alfred A. Knopf Borzoi Books,Paperback,357,2006,2002,,2014/10/03,to-read,to-read (#9),to-read,,,,0,0
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",2,4.13,William Morrow Paperbacks,Paperback,208,2006,2002,,2014/10/03,,,read,,,,1,0
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385720920""","=""9780385720922""",5,3.71,Anchor Books,Paperback,293,2002,2001,,2014/10/02,,,read,,,,1,0
20821043,The Secret Place,Tana French,"French, Tana",,"=""0670026328""","=""9780670026326""",0,3.85,VIKING,Hardcover,452,2014,2014,,2014/09/15,to-read,to-read (#8),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",5,4.46,Riverhead Books,Hardcover,372,2007,2007,2014/09/11,2014/09/11,,,read,,,,1,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",3,4.17,Prestwick House,Paperback,89,2005,1895,2014/07/26,2014/07/25,,,read,,,,1,0
11125,Digital Fortress,Dan    Brown,"Brown, Dan",,"=""""","=""""",0,3.71,Corgi books,Paperback,510,2004,1998,,2014/09/11,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.12,Ember,Paperback,208,2006,1993,2014/08/16,2014/07/29,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",5,4.36,Riverhead Books,Paperback,371,2004,2003,2014/08/02,2014/07/27,,,read,,,,1,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2014/07/29,to-read,to-read (#7),to-read,,,,0,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,,2014/07/29,to-read,to-read (#6),to-read,,,,0,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,4.02,Anchor Books,Paperback,207,1997,1996,,2014/07/29,to-read,to-read (#5),to-read,,,,0,0
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,"Durant, Will",,"=""0671739166""","=""9780671739164""",0,4.15,Pocket Books,Paperback,704,1991,1926,,2014/07/29,to-read,to-read (#3),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",5,3.80,Back Bay Books,Paperback,277,2001,1951,2014/07/20,2014/07/19,,,read,,,,1,0
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",,"=""0385349947""","=""9780385349949""",5,3.94,Knopf,Hardcover,217,2013,,2014/07/16,2014/07/03,,,read,,,,1,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",3,4.07,Knopf,Hardcover,336,2012,2012,2014/07/08,2014/07/06,,,read,,,,1,0
1038873,Think: A Compelling Introduction to Philosophy,Simon Blackburn,"Blackburn, Simon",,"=""0192100246""","=""9780192100245""",0,3.73,"Oxford University Press, USA",Hardcover,312,1999,1999,,2014/07/07,to-read,to-read (#2),to-read,,,,0,0
30735,The Complete Essays,Michel de Montaigne,"Montaigne, Michel de",M.A. Screech,"=""0140446044""","=""9780140446043""",0,4.23,Penguin Classics,Paperback,1344,1993,1580,,2014/07/07,to-read,to-read (#1),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",0,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,2014/07/06,2014/01/03,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439686520""","=""9780439686525""",0,4.50,Scholastic Inc.,Paperback,870,2004,2003,,2014/07/03,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2014/07/03,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.58,Scholastic Inc,Paperback,652,2006,2005,,2014/07/03,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,4.58,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2014/07/03,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",0,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2014/07/03,,,read,,,,1,0
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",1,3.77,Doubleday,Hardcover,509,2009,2009,,2014/07/03,,,read,,,,1,0
976,Deception Point,Dan    Brown,"Brown, Dan",,"=""0671027387""","=""9780671027384""",2,3.77,Pocket Books,Paperback,556,2002,2001,,2014/07/03,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",3,3.94,Anchor,Paperback,489,2006,2003,,2014/07/03,,,read,,,,1,0
515601,The C Programming Language,Brian W. Kernighan,"Kernighan, Brian W.",Dennis M. Ritchie,"=""0131103628""","=""9780131103627""",0,4.44,Pearson,Paperback,272,1988,1978,,2014/07/03,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",4,4.03,Vintage International,Paperback,123,1989,1942,2014/01/01,2013/12/30,,,read,,,,1,0
183015,Uncle Petros and Goldbach's Conjecture,Apostolos Doxiadis,"Doxiadis, Apostolos",Απόστολος Δοξιάδης,"=""1582341281""","=""9781582341286""",4,4.04,Bloomsbury USA,Mass Market Paperback,209,2001,1992,2013/12/01,2013/12/30,,,read,,,,1,0
6493321,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Christos H. Papadimitriou, Χρίστος Χ. Παπαδημητρίου, Alecos Papadatos, Annie Di Donna, Αλέκος Παπαδάτος","=""1596914521""","=""9781596914520""",3,4.06,Bloomsbury (NYC),Paperback,347,2009,2009,2013/12/01,2013/12/30,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",3,3.90,Penguin Books,Paperback,107,2002,1937,2014/04/01,2014/01/03,,,read,,,,1,0
78983,"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,"Archer, Jeffrey",,"=""0312995059""","=""9780312995058""",4,4.35,St. Martin's Paperbacks,Paperback,592,2004,1979,2014/04/01,2014/06/01,,,read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",3,4.20,New American Library,Mass Market Paperback,328,1950,1948,2014/07/01,2014/07/01,,,read,,,,1,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John le Carré,"Carré, John le",,"=""""","=""9780743442534""",4,4.09,Scribner,Paperback,212,2001,1963,2014/07/03,2014/07/03,,,read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",5,4.02,Plume,Paperback,129,2003,1945,2014/07/01,2014/07/01,,,read,,,,1,0
